indx,name,version,oname,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,new,portrait,bug,predicted_bug
4016,org.apache.xalan.xsltc.dom.NodeSortRecordFactory,2.6.0,org.apache.xalan.xsltc.dom.NodeSortRecordFactory,6,1,0,9,17,9,1,8,4,0.685714286,188,1,2,0,0.5,0,0,29.16666667,1,0.5,0,0.053375,0,0.49628508
4017,org.apache.xalan.xsltc.compiler.StringLengthCall,2.6.0,org.apache.xalan.xsltc.compiler.StringLengthCall,2,4,0,11,13,1,0,11,2,2,44,0,0,0.989690722,0.6,2,4,21,2,1,0,0.053159,0,0.45071912
4018,org.apache.xalan.xsltc.runtime.AttributeList,2.6.0,org.apache.xalan.xsltc.runtime.AttributeList,17,1,0,3,39,62,2,1,16,0.7578125,276,1,1,0,0.441176471,0,0,14.76470588,4,1.4706,0,0.05317,0,0.7681558
4019,org.apache.xalan.processor.XSLTAttributeDef,2.6.0,org.apache.xalan.processor.XSLTAttributeDef,43,1,0,14,90,783,4,10,1,0.960784314,1949,0.205882353,2,0,0.333333333,0,0,43.53488372,10,1.3256,0,0.064665,2,3.32607
4020,org.apache.xalan.xsltc.compiler.LiteralExpr,2.6.0,org.apache.xalan.xsltc.compiler.LiteralExpr,8,3,0,18,18,4,7,11,5,0.571428571,75,1,0,0.922077922,0.325,2,8,8.125,1,0.75,0,0.053142,0,0.5811271
4021,org.apache.xalan.xsltc.compiler.Text,2.6.0,org.apache.xalan.xsltc.compiler.Text,13,3,0,22,45,0,8,17,10,0.625,361,1,0,0.835820896,0.269230769,2,6,26.46153846,10,2,0,0.05421,1,0.9773974
4022,org.apache.xalan.xsltc.dom.BitArray,2.6.0,org.apache.xalan.xsltc.dom.BitArray,17,1,0,2,24,0,2,0,16,0.6875,622,0.833333333,0,0,0.291666667,0,0,34.88235294,10,2.2353,0,0.053205,0,0.50523764
4023,org.apache.xalan.xsltc.runtime.MessageHandler,2.6.0,org.apache.xalan.xsltc.runtime.MessageHandler,2,1,1,3,4,1,3,0,2,2,9,0,0,0,0.75,0,0,3.5,1,0.5,0,0.053158,0,0.24978863
4024,org.apache.xalan.xsltc.compiler.LangCall,2.6.0,org.apache.xalan.xsltc.compiler.LangCall,4,4,0,17,17,0,0,17,4,0.666666667,84,1,2,0.96969697,0.375,3,8,19.5,2,1,0,0.053159,0,0.603791
4025,org.apache.xalan.xsltc.dom.FilterIterator,2.6.0,org.apache.xalan.xsltc.dom.FilterIterator,9,2,0,4,24,0,0,4,9,0.625,109,1,2,0.619047619,0.288888889,1,6,10.77777778,3,1.2222,0,0.053158,0,0.53548086
4026,org.apache.xalan.templates.TemplateList,2.6.0,org.apache.xalan.templates.TemplateList,22,1,0,18,74,121,3,17,9,0.680272109,959,0.857142857,4,0,0.180952381,0,0,42.27272727,19,3.1364,0,0.053913,2,1.4070201
4027,org.apache.xalan.transformer.KeyTable,2.6.0,org.apache.xalan.transformer.KeyTable,8,1,0,16,42,8,2,15,4,0.607142857,246,1,1,0,0.321428571,0,0,29.25,4,1.875,0,0.053159,1,0.7579833
4028,org.apache.xalan.xsltc.compiler.Key,2.6.0,org.apache.xalan.xsltc.compiler.Key,6,3,0,37,56,0,1,36,5,0.55,586,1,4,0.923076923,0.361111111,2,5,96,5,1.6667,0,0.054837,2,1.1851496
4029,org.apache.xalan.xsltc.runtime.AbstractTranslet,2.6.0,org.apache.xalan.xsltc.runtime.AbstractTranslet,43,1,0,28,110,761,13,15,41,0.941558442,1052,0.575757576,7,0,0.146179402,0,0,22.69767442,12,2.1628,0,0.053701,2,2.5603166
4030,org.apache.xalan.lib.sql.DTMDocument,2.6.0,org.apache.xalan.lib.sql.DTMDocument,96,4,2,15,197,0,2,13,66,0.919838057,2568,1,2,0.497354497,0.180871212,1,26,25.61458333,11,2.0938,0,0.053499,2,2.6617506
4031,org.apache.xalan.xsltc.compiler.Predicate,2.6.0,org.apache.xalan.xsltc.compiler.Predicate,23,3,0,57,107,69,4,55,22,0.804545455,948,0.9,4,0.76344086,0.204968944,2,8,39.7826087,10,2.8261,0,0.059355,1,2.2017686
4032,org.apache.xalan.extensions.SecuritySupport,2.6.0,org.apache.xalan.extensions.SecuritySupport,11,1,1,2,20,53,2,1,0,0.9,90,1,0,0,0.4,0,0,7.090909091,2,0.9091,1,0.000314,0,0.43964338
4033,org.apache.xalan.xsltc.compiler.FunctionCall,2.6.0,org.apache.xalan.xsltc.compiler.FunctionCall,27,3,24,69,150,97,25,44,15,0.914663462,2553,0.96875,4,0.747368421,0.130177515,3,11,92.37037037,21,3.4815,0,0.056615,2,2.6980107
4034,org.apache.xalan.xsltc.compiler.ElementAvailableCall,2.6.0,org.apache.xalan.xsltc.compiler.ElementAvailableCall,5,4,0,17,19,10,0,17,5,2,85,0,0,0.96,0.333333333,3,12,16,2,1.2,0,0.05316,0,0.6401084
4035,org.apache.xalan.xsltc.dom.XSLTCDTMManager,2.6.0,org.apache.xalan.xsltc.dom.XSLTCDTMManager,8,3,0,22,40,28,11,12,8,1.142857143,327,1,0,0.833333333,0.575,1,5,39.375,18,3.125,0,0.053196,0,0.9343091
4036,org.apache.xalan.xsltc.trax.SAX2DOM,2.6.0,org.apache.xalan.xsltc.trax.SAX2DOM,21,1,0,2,52,126,1,1,21,0.7625,322,1,0,0,0.265306122,0,0,14.14285714,7,1.381,0,0.053194,0,0.9250641
4037,org.apache.xalan.xsltc.dom.ObjectFactory,2.6.0,org.apache.xalan.xsltc.dom.ObjectFactory,12,1,0,5,44,64,3,2,0,0.981818182,586,1,0,0,0.318181818,0,0,47.41666667,8,1.8333,1,0.000314,0,0.7464334
4038,org.apache.xalan.xsltc.compiler.Message,2.6.0,org.apache.xalan.xsltc.compiler.Message,4,3,0,19,26,0,0,19,3,0.333333333,311,1,0,0.949152542,0.4,2,6,76.5,6,2.25,0,0.053161,0,0.7097058
4039,org.apache.xalan.xsltc.compiler.util.VoidType,2.6.0,org.apache.xalan.xsltc.compiler.util.VoidType,9,2,0,13,20,36,1,13,8,2,85,0,0,0.804878049,0.351851852,2,3,8.444444444,2,1.2222,0,0.05316,0,0.5593574
4040,org.apache.xalan.templates.AVT,2.6.0,org.apache.xalan.templates.AVT,14,1,0,23,44,29,11,13,14,0.769230769,546,1,0,0,0.206349206,0,0,37.64285714,4,1.8571,0,0.055637,1,0.9475422
4041,org.apache.xalan.xsltc.compiler.LiteralElement,2.6.0,org.apache.xalan.xsltc.compiler.LiteralElement,18,3,0,44,93,95,6,43,11,0.833333333,943,1,1,0.767123288,0.188888889,2,9,51.05555556,24,5.7778,0,0.054221,0,1.9378932
4042,org.apache.xalan.templates.ElemExsltFunction,2.6.0,org.apache.xalan.templates.ElemExsltFunction,5,4,0,15,29,10,3,12,5,2,169,0,0,0.981900452,0.4,4,7,32.8,1,0.8,0,0.053566,2,0.72853565
4043,org.apache.xalan.xsltc.trax.TrAXFilter,2.6.0,org.apache.xalan.xsltc.trax.TrAXFilter,7,2,0,5,29,17,2,3,6,0.888888889,133,1,2,0.85,0.285714286,1,2,17.57142857,2,1,0,0.054529,1,0.5592768
4044,org.apache.xalan.extensions.ExtensionsTable,2.6.0,org.apache.xalan.extensions.ExtensionsTable,7,1,0,9,25,0,2,7,7,0.5,199,0.5,1,0,0.357142857,0,0,27.14285714,1,0.8571,0,0.053042,0,0.52118593
4045,org.apache.xalan.xsltc.compiler.UnparsedEntityUriCall,2.6.0,org.apache.xalan.xsltc.compiler.UnparsedEntityUriCall,3,4,0,15,14,0,0,15,3,0,63,1,1,0.979591837,0.444444444,3,13,19.66666667,1,0.6667,0,0.053158,0,0.56496173
4046,org.apache.xalan.xsltc.compiler.Copy,2.6.0,org.apache.xalan.xsltc.compiler.Copy,5,3,0,29,45,4,1,29,4,0.5,267,1,1,0.933333333,0.333333333,1,6,52.2,4,1.8,0,0.053549,0,0.99885625
4047,org.apache.xalan.xsltc.compiler.util.SecuritySupport,2.6.0,org.apache.xalan.xsltc.compiler.util.SecuritySupport,11,1,1,2,20,53,2,1,0,0.9,90,1,0,0,0.4,0,0,7.090909091,2,0.9091,1,0.000314,0,0.43964338
4048,org.apache.xalan.templates.ElemAttributeSet,2.6.0,org.apache.xalan.templates.ElemAttributeSet,8,4,0,11,27,16,6,8,8,0.571428571,109,0,1,0.966507177,0.3,2,4,12.5,3,1.125,0,0.05407,2,0.60506797
4049,org.apache.xalan.processor.TransformerFactoryImpl,2.6.0,org.apache.xalan.processor.TransformerFactoryImpl,23,3,0,19,75,167,7,14,20,0.909090909,797,0.222222222,0,0.487804878,0.207070707,1,2,33.26086957,17,1.6087,0,0.046412,5,1.5774392
4050,org.apache.xalan.transformer.CountersTable,2.6.0,org.apache.xalan.transformer.CountersTable,5,3,0,7,23,8,3,5,2,0.875,198,0.5,1,0.904761905,0.44,0,0,38.2,2,1.2,0,0.053165,0,0.4991719
4051,org.apache.xalan.xsltc.compiler.CallTemplate,2.6.0,org.apache.xalan.xsltc.compiler.CallTemplate,8,3,0,23,62,2,2,22,6,0.619047619,411,1,2,0.888888889,0.270833333,1,6,50,10,3.75,0,0.055213,2,1.0644774
4052,org.apache.xalan.xsltc.compiler.NameBase,2.6.0,org.apache.xalan.xsltc.compiler.NameBase,5,4,3,17,21,0,3,14,5,0.25,149,1,2,0.96969697,0.366666667,3,14,28.4,4,1.2,0,0.053496,0,0.74655
4053,org.apache.xalan.transformer.SerializerSwitcher,2.6.0,org.apache.xalan.transformer.SerializerSwitcher,4,1,0,5,21,6,1,4,3,2,153,0,0,0,0.4,0,0,37.25,1,0.75,0,0.053158,0,0.41723728
4054,org.apache.xalan.lib.sql.ObjectArray,2.6.0,org.apache.xalan.lib.sql.ObjectArray,7,1,0,3,19,0,3,1,6,0.25,432,1,1,0,0.464285714,0,0,60.14285714,3,1.4286,0,0.052959,0,0.38287643
4055,org.apache.xalan.templates.RedundentExprEliminator,2.6.0,org.apache.xalan.templates.RedundentExprEliminator,38,3,0,27,128,607,1,27,8,0.9,1849,0,2,0.357142857,0.194594595,0,0,47.39473684,15,3.7632,0,0.053201,2,3.2698605
4056,org.apache.xalan.xslt.EnvironmentCheck,2.6.0,org.apache.xalan.xslt.EnvironmentCheck,19,1,0,2,73,161,1,1,5,0.983333333,2178,0.2,0,0,0.25308642,0,0,113.1052632,9,3.5789,0,0.053161,1,1.1996396
4057,org.apache.xalan.lib.sql.SQLErrorDocument,2.6.0,org.apache.xalan.lib.sql.SQLErrorDocument,5,5,0,4,18,0,1,3,3,0.616666667,353,1,0,0.989528796,0.485714286,1,1,66.6,2,0.6,0,0.053158,0,0.42074394
4058,org.apache.xalan.xsltc.compiler.ProcessingInstruction,2.6.0,org.apache.xalan.xsltc.compiler.ProcessingInstruction,4,3,0,26,38,0,1,25,3,0.333333333,221,1,1,0.949152542,0.4,2,6,53.75,5,2,0,0.05464,1,0.88740444
4059,org.apache.xalan.templates.FuncFormatNumb,2.6.0,org.apache.xalan.templates.FuncFormatNumb,5,6,0,13,35,10,1,12,4,2,183,0,0,0.941176471,0.4,2,8,35.6,1,0.8,0,0.053509,0,0.75948375
4060,org.apache.xalan.lib.sql.SQLDocument,2.6.0,org.apache.xalan.lib.sql.SQLDocument,16,5,0,13,95,18,1,13,9,0.8,1467,1,4,0.926470588,0.205357143,2,8,86.625,23,3.6875,0,0.055185,1,1.305297
4061,org.apache.xalan.xsltc.compiler.AttributeValueTemplate,2.6.0,org.apache.xalan.xsltc.compiler.AttributeValueTemplate,7,4,0,23,51,21,5,19,5,2,452,0,0,0.923076923,0.339285714,2,7,63.57142857,14,5.1429,0,0.053968,0,1.034442
4062,org.apache.xalan.xsltc.compiler.Parser,2.6.0,org.apache.xalan.xsltc.compiler.Parser,76,1,0,97,205,2560,86,24,59,0.933777778,3305,1,9,0,0.093421053,0,0,42.09210526,13,2.25,0,0.048474,3,6.9614644
4063,org.apache.xalan.xsltc.compiler.Mode,2.6.0,org.apache.xalan.xsltc.compiler.Mode,31,1,0,41,149,327,4,39,12,0.853968254,3124,1,7,0,0.163306452,0,0,99.09677419,41,5.7097,0,0.04726,3,2.858809
4064,org.apache.xalan.xsltc.compiler.AlternativePattern,2.6.0,org.apache.xalan.xsltc.compiler.AlternativePattern,8,4,0,15,27,0,1,14,8,0.142857143,135,1,2,0.925531915,0.270833333,2,3,15.625,2,1,0,0.053159,0,0.66112083
4065,org.apache.xalan.transformer.KeyManager,2.6.0,org.apache.xalan.transformer.KeyManager,2,1,0,10,14,0,2,8,2,0,104,1,0,0,0.583333333,0,0,50.5,1,0.5,0,0.053159,0,0.35565633
4066,org.apache.xalan.xsltc.compiler.Param,2.6.0,org.apache.xalan.xsltc.compiler.Param,8,4,0,40,70,8,11,34,7,0.714285714,435,1,0,0.915662651,0.267857143,3,18,53.25,8,2.625,0,0.056263,0,1.4759098
4067,org.apache.xalan.transformer.KeyIterator,2.6.0,org.apache.xalan.transformer.KeyIterator,4,8,0,9,15,2,2,7,3,0.333333333,97,1,1,0.978571429,0.4375,2,2,22.75,4,1.5,0,0.053159,1,0.52026284
4068,org.apache.xalan.xsltc.compiler.AbsoluteLocationPath,2.6.0,org.apache.xalan.xsltc.compiler.AbsoluteLocationPath,7,3,0,19,28,0,1,18,7,0,143,1,1,0.934210526,0.285714286,2,7,19.28571429,2,1.1429,0,0.054428,1,0.71967846
4069,org.apache.xalan.transformer.StackGuard,2.6.0,org.apache.xalan.transformer.StackGuard,7,1,0,8,19,0,3,7,5,0.5,157,0,1,0,0.458333333,0,0,21.14285714,4,1.4286,0,0.055023,2,0.47628003
4070,org.apache.xalan.lib.sql.SecuritySupport,2.6.0,org.apache.xalan.lib.sql.SecuritySupport,11,1,1,2,20,53,2,1,0,0.9,90,1,0,0,0.4,0,0,7.090909091,2,0.9091,1,0.000314,0,0.43964338
4071,org.apache.xalan.templates.AVTPart,2.6.0,org.apache.xalan.templates.AVTPart,6,1,2,7,7,15,3,4,6,2,12,0,0,0,0.361111111,0,0,1,1,0.8333,0,0.053269,1,0.3009045
4072,org.apache.xalan.xslt.SecuritySupport,2.6.0,org.apache.xalan.xslt.SecuritySupport,11,1,1,2,20,53,2,1,0,0.9,90,1,0,0,0.4,0,0,7.090909091,2,0.9091,1,0.000314,0,0.43964338
4073,org.apache.xalan.templates.ElemVariable,2.6.0,org.apache.xalan.templates.ElemVariable,23,3,3,35,76,161,18,23,20,0.827272727,417,0.8,2,0.903225806,0.169565217,2,16,16.91304348,4,1.1304,0,0.053172,2,1.5531503
4074,org.apache.xalan.xsltc.runtime.ObjectFactory,2.6.0,org.apache.xalan.xsltc.runtime.ObjectFactory,12,1,0,3,44,64,1,2,0,0.981818182,586,1,0,0,0.318181818,0,0,47.41666667,8,1.8333,1,0.000314,0,0.7268594
4075,org.apache.xalan.templates.StylesheetRoot,2.6.0,org.apache.xalan.templates.StylesheetRoot,50,5,0,53,121,1069,45,24,34,0.939909297,987,0.944444444,11,0.853658537,0.079130435,3,6,18.38,10,1.6,0,0.051826,3,2.5310636
4076,org.apache.xalan.xsltc.dom.SecuritySupport,2.6.0,org.apache.xalan.xsltc.dom.SecuritySupport,11,1,1,2,20,53,2,1,0,0.9,90,1,0,0,0.4,0,0,7.090909091,2,0.9091,1,0.000314,0,0.43964338
4077,org.apache.xalan.templates.ElemUnknown,2.6.0,org.apache.xalan.templates.ElemUnknown,5,5,0,5,15,8,0,5,3,2,81,0,0,0.983539095,0.7,2,3,15.2,3,1.2,1,0.001124,2,0.47044533
4078,org.apache.xalan.xsltc.compiler.BooleanExpr,2.6.0,org.apache.xalan.xsltc.compiler.BooleanExpr,7,3,0,17,16,1,1,16,7,0.333333333,70,1,0,0.922077922,0.371428571,2,8,8.857142857,2,1.1429,0,0.053158,0,0.5729981
4079,org.apache.xalan.templates.AbsPathChecker,2.6.0,org.apache.xalan.templates.AbsPathChecker,4,2,0,8,6,0,1,7,4,0,37,1,0,0.8,0.45,0,0,8,3,1.25,0,0.053158,0,0.35026556
4080,org.apache.xalan.xsltc.compiler.SymbolTable,2.6.0,org.apache.xalan.xsltc.compiler.SymbolTable,25,1,0,90,48,214,88,9,24,0.891666667,494,1,1,0,0.185454545,0,0,18.36,5,2.2,0,0.047704,0,1.7687324
4081,org.apache.xalan.xsltc.trax.Util,2.6.0,org.apache.xalan.xsltc.trax.Util,5,1,0,6,34,10,2,4,5,2,198,0,0,0,0.3,0,0,38.6,1,0.8,0,0.053158,1,0.52877295
4082,org.apache.xalan.xsltc.compiler.GenerateIdCall,2.6.0,org.apache.xalan.xsltc.compiler.GenerateIdCall,2,4,0,10,12,1,0,10,2,2,39,0,0,0.989690722,0.6,2,4,18.5,2,1,0,0.053159,0,0.43272024
4083,org.apache.xalan.xsltc.compiler.CastCall,2.6.0,org.apache.xalan.xsltc.compiler.CastCall,3,4,0,17,19,1,0,17,3,0.5,107,1,1,0.979591837,0.444444444,3,14,34,1,0.6667,1,0.000472,0,0.66909564
4084,org.apache.xalan.xsltc.compiler.When,2.6.0,org.apache.xalan.xsltc.compiler.When,7,3,0,15,25,0,3,13,6,0.5,118,1,1,0.903225806,0.285714286,1,6,15.57142857,5,1.4286,0,0.053176,0,0.6394041
4085,org.apache.xalan.xsltc.compiler.ObjectFactory,2.6.0,org.apache.xalan.xsltc.compiler.ObjectFactory,12,1,0,5,44,64,3,2,0,0.981818182,586,1,0,0,0.318181818,0,0,47.41666667,8,1.8333,1,0.000314,0,0.7464334
4086,org.apache.xalan.templates.ElemWithParam,2.6.0,org.apache.xalan.templates.ElemWithParam,12,3,0,21,39,14,2,19,11,0.818181818,195,0.5,2,0.946859903,0.194444444,2,10,14.91666667,3,1.1667,0,0.05475,2,0.8838961
4087,org.apache.xalan.templates.ElemForEach,2.6.0,org.apache.xalan.templates.ElemForEach,18,3,1,24,82,79,5,20,17,0.752941176,486,0.6,2,0.920187793,0.136752137,2,6,25.72222222,4,1.2778,0,0.054997,2,1.441844
4088,org.apache.xalan.xsltc.compiler.LogicalExpr,2.6.0,org.apache.xalan.xsltc.compiler.LogicalExpr,11,3,0,18,43,0,0,18,10,0.633333333,375,0.666666667,2,0.8875,0.257142857,2,9,32.54545455,8,2.4545,0,0.053167,0,0.9448619
4089,org.apache.xalan.extensions.ExtensionHandlerJavaClass,2.6.0,org.apache.xalan.extensions.ExtensionHandlerJavaClass,6,3,0,12,48,0,0,12,6,0.2,861,1,0,0.615384615,0.388888889,2,6,142.1666667,6,2,0,0.054041,3,0.7229774
4090,org.apache.xalan.xsltc.dom.KeyIndex,2.6.0,org.apache.xalan.xsltc.dom.KeyIndex,20,2,0,9,38,34,2,7,20,0.778947368,385,1,4,0.40625,0.242857143,1,7,18,11,2.55,0,0.053569,1,0.92203355
4091,org.apache.xalan.transformer.TreeWalker2Result,2.6.0,org.apache.xalan.transformer.TreeWalker2Result,4,2,0,7,24,0,1,6,2,0.444444444,146,0,2,0.727272727,0.5625,1,4,34.75,1,0.75,0,0.053158,0,0.51271784
4092,org.apache.xalan.xsltc.dom.StepIterator,2.6.0,org.apache.xalan.xsltc.dom.StepIterator,8,2,1,4,21,0,2,3,8,0.333333333,158,1,2,0.65,0.34375,1,5,18.375,3,1.5,0,0.053158,0,0.5276372
4093,org.apache.xalan.xsltc.compiler.StepPattern,2.6.0,org.apache.xalan.xsltc.compiler.StepPattern,20,6,1,53,102,50,8,46,13,0.831578947,1167,1,1,0.838983051,0.225,3,8,56.85,8,2.6,0,0.05981,2,2.0190256
4094,org.apache.xalan.processor.ProcessorExsltFunction,2.6.0,org.apache.xalan.processor.ProcessorExsltFunction,6,5,0,27,27,15,1,26,4,2,229,0,0,0.97706422,0.533333333,2,4,37.16666667,7,1.8333,0,0.05317,0,0.89516085
4095,org.apache.xalan.templates.ElemChoose,2.6.0,org.apache.xalan.templates.ElemChoose,6,3,0,9,26,15,0,9,6,2,160,0,0,0.975124378,0.444444444,2,6,25.66666667,4,1.3333,0,0.053171,2,0.65208775
4096,org.apache.xalan.xsltc.compiler.NumberCall,2.6.0,org.apache.xalan.xsltc.compiler.NumberCall,3,4,0,11,15,3,0,11,3,2,59,0,0,0.979591837,0.444444444,3,13,18.66666667,3,1.3333,0,0.053613,0,0.536617
4097,org.apache.xalan.processor.ProcessorNamespaceAlias,2.6.0,org.apache.xalan.processor.ProcessorNamespaceAlias,2,4,0,6,17,1,1,5,1,2,65,0,0,0.995260664,0.625,3,4,31.5,1,0.5,0,0.054821,0,0.4434492
4098,org.apache.xalan.xsltc.compiler.ApplyImports,2.6.0,org.apache.xalan.xsltc.compiler.ApplyImports,7,3,0,21,48,17,0,21,5,0.888888889,237,1,1,0.903225806,0.30952381,1,4,32.42857143,6,1.7143,0,0.053173,1,0.9153707
4099,org.apache.xalan.xsltc.compiler.KeyCall,2.6.0,org.apache.xalan.xsltc.compiler.KeyCall,4,4,0,32,45,0,0,32,3,0.083333333,524,1,4,0.96969697,0.458333333,3,7,129,8,2.5,0,0.053604,1,1.0250634
4100,org.apache.xalan.processor.ProcessorGlobalParamDecl,2.6.0,org.apache.xalan.processor.ProcessorGlobalParamDecl,3,5,0,6,10,3,1,5,1,2,30,0,0,0.990697674,0.583333333,1,2,9,1,0.6667,0,0.053161,0,0.36979735
4101,org.apache.xalan.templates.ElemSort,2.6.0,org.apache.xalan.templates.ElemSort,15,3,0,7,26,53,2,5,15,0.785714286,164,1,5,0.933333333,0.293333333,2,6,9.6,2,1,0,0.055134,0,0.70619667
4102,org.apache.xalan.templates.ElemExtensionDecl,2.6.0,org.apache.xalan.templates.ElemExtensionDecl,14,3,0,10,42,27,1,9,14,0.666666667,290,1,2,0.937799043,0.25,3,4,19.5,2,1.0714,0,0.053172,0,0.88532543
4103,org.apache.xalan.processor.ProcessorTemplate,2.6.0,org.apache.xalan.processor.ProcessorTemplate,2,5,0,6,8,1,1,5,0,2,19,0,0,0.995327103,0.666666667,1,1,8.5,1,0.5,0,0.054101,0,0.3371507
4104,org.apache.xalan.processor.ProcessorAttributeSet,2.6.0,org.apache.xalan.processor.ProcessorAttributeSet,3,4,0,7,19,3,1,6,2,2,54,0,0,0.990566038,0.666666667,2,3,17,1,0.6667,0,0.054899,0,0.44515568
4105,org.apache.xalan.templates.WhiteSpaceInfo,2.6.0,org.apache.xalan.templates.WhiteSpaceInfo,4,4,1,9,8,4,7,4,4,0.666666667,30,1,0,0.99086758,0.45,0,0,6.25,1,0.5,0,0.053158,1,0.36767042
4106,org.apache.xalan.xsltc.cmdline.getopt.GetOpt,2.6.0,org.apache.xalan.xsltc.cmdline.getopt.GetOpt,5,1,0,6,36,0,3,5,5,0.65,330,1,2,0,0.466666667,0,0,64,3,1.6,0,0.051878,1,0.52313733
4107,org.apache.xalan.templates.ElemWhen,2.6.0,org.apache.xalan.templates.ElemWhen,7,3,0,9,16,9,1,8,6,0.5,55,1,1,0.97029703,0.314285714,2,5,6.714285714,2,1,0,0.053156,0,0.47602564
4108,org.apache.xalan.xsltc.dom.NodeIteratorBase,2.6.0,org.apache.xalan.xsltc.dom.NodeIteratorBase,11,1,0,2,18,19,0,2,9,0.75,138,1,0,0,0.424242424,0,0,11,3,1.2727,0,0.053159,0,0.4730882
4109,org.apache.xalan.transformer.MsgMgr,2.6.0,org.apache.xalan.transformer.MsgMgr,12,1,0,12,20,46,11,2,12,0,176,1,1,0,0.489583333,0,0,13.58333333,1,0.9167,0,0.05276,0,0.62146574
4110,org.apache.xalan.xsltc.trax.TransformerHandlerImpl,2.6.0,org.apache.xalan.xsltc.trax.TransformerHandlerImpl,29,1,0,14,75,114,2,13,29,0.854166667,490,1,3,0,0.237068966,0,0,15.48275862,2,1,0,0.055365,0,1.3171513
4111,org.apache.xalan.templates.FuncKey,2.6.0,org.apache.xalan.templates.FuncKey,3,5,0,14,33,1,0,14,2,0.5,177,1,0,0.98245614,0.75,1,7,57.66666667,1,0.3333,0,0.053159,0,0.70203245
4112,org.apache.xalan.xsltc.dom.CachedNodeListIterator,2.6.0,org.apache.xalan.xsltc.dom.CachedNodeListIterator,11,2,0,4,21,23,1,4,11,0.64,135,1,2,0.565217391,0.363636364,1,6,10.81818182,4,1.3636,1,0.000362,0,0.5860861
4113,org.apache.xalan.extensions.ObjectFactory,2.6.0,org.apache.xalan.extensions.ObjectFactory,12,1,0,4,44,64,2,2,0,0.981818182,586,1,0,0,0.318181818,0,0,47.41666667,8,1.8333,1,0.000314,0,0.7366463
4114,org.apache.xalan.xsltc.compiler.util.FilterGenerator,2.6.0,org.apache.xalan.xsltc.compiler.util.FilterGenerator,4,4,0,6,6,2,2,4,3,0.666666667,29,1,0,0.975903614,0.466666667,0,0,5.75,1,0.5,0,0.05318,0,0.33364367
4115,org.apache.xalan.lib.PipeDocument,2.6.0,org.apache.xalan.lib.PipeDocument,3,1,0,10,47,3,0,10,3,2,271,0,0,0,0.466666667,0,0,89.33333333,1,0.6667,0,0.053163,0,0.58994055
4116,org.apache.xalan.xsltc.compiler.Variable,2.6.0,org.apache.xalan.xsltc.compiler.Variable,6,4,0,35,47,3,11,28,5,2,281,0,0,0.938271605,0.4,2,13,45.83333333,8,3.6667,0,0.059927,0,1.1322036
4117,org.apache.xalan.xsltc.compiler.SyntaxTreeNode,2.6.0,org.apache.xalan.xsltc.compiler.SyntaxTreeNode,55,1,5,100,118,1101,75,45,10,0.912037037,1164,1,6,0,0.149691358,0,0,19.94545455,18,2.1636,0,0.047721,1,3.1907203
4118,org.apache.xalan.xsltc.compiler.util.RealType,2.6.0,org.apache.xalan.xsltc.compiler.util.RealType,27,3,0,42,57,343,13,34,26,2,514,0,0,0.573770492,0.202020202,1,3,18.03703704,9,1.8148,0,0.053158,0,1.6410948
4119,org.apache.xalan.xsltc.runtime.Hashtable,2.6.0,org.apache.xalan.xsltc.runtime.Hashtable,15,1,0,14,29,1,13,2,14,0.553571429,477,1,1,0,0.383333333,0,0,30.53333333,6,2.4667,0,0.05342,0,0.6593195
4120,org.apache.xalan.templates.ElemIf,2.6.0,org.apache.xalan.templates.ElemIf,8,3,0,13,27,0,0,13,7,0.285714286,117,1,1,0.965517241,0.270833333,2,5,13.5,2,1,0,0.053184,2,0.6262238
4121,org.apache.xalan.xsltc.dom.DOMAdapter,2.6.0,org.apache.xalan.xsltc.dom.DOMAdapter,58,1,0,12,117,0,5,7,54,0.840643275,598,1,3,0,0.194827586,0,0,9.103448276,3,1.3621,0,0.054655,0,1.3010148
4122,org.apache.xalan.xsltc.dom.MultipleNodeCounter,2.6.0,org.apache.xalan.xsltc.dom.MultipleNodeCounter,4,2,1,6,19,0,1,6,4,0.333333333,164,1,1,0.823529412,0.5,1,4,39.75,11,3.25,0,0.053159,2,0.48661542
4123,org.apache.xalan.trace.PrintTraceListener,2.6.0,org.apache.xalan.trace.PrintTraceListener,9,1,0,19,59,16,1,18,9,0.785714286,680,0,0,0,0.285714286,0,0,73.77777778,10,2.3333,0,0.053161,0,0.91417545
4124,org.apache.xalan.xsltc.compiler.VariableBase,2.6.0,org.apache.xalan.xsltc.compiler.VariableBase,20,3,2,35,72,120,14,24,19,0.910931174,404,1,3,0.759493671,0.1875,1,4,18.55,7,1.8,0,0.058038,1,1.4196668
4125,org.apache.xalan.xsltc.compiler.Step,2.6.0,org.apache.xalan.xsltc.compiler.Step,16,4,0,30,70,10,5,28,13,0.566666667,790,1,0,0.829545455,0.232142857,2,9,48.125,17,3.375,0,0.061533,3,1.3557501
4126,org.apache.xalan.xsltc.compiler.UnresolvedRef,2.6.0,org.apache.xalan.xsltc.compiler.UnresolvedRef,7,4,0,16,22,0,0,16,5,0.625,153,1,4,0.926829268,0.30952381,2,4,20.28571429,6,1.7143,0,0.053922,0,0.69451976
